name,type
stu3_9.mp4,front_raise
stu8_5.mp4,benchpressing
stu4_61.mp4,squat
stu6_28.mp4,pullups
val819.mp4,pullups
stu5_50.mp4,situp
stu2_28.mp4,jumpjacks
stu5_28.mp4,others
stu1_9.mp4,benchpressing
stu8_59.mp4,squat
stu1_32.mp4,pullups
stu7_14.mp4,benchpressing
stu1_35.mp4,pullups
stu1_0.mp4,battle_rope
stu6_58.mp4,squat
stu3_29.mp4,jumpjacks
stu2_63.mp4,situp
stu3_38.mp4,pullups
stu8_40.mp4,pushups
stu5_20.mp4,jumpjacks
train156.mp4,benchpressing
stu4_21.mp4,jumpjacks
train2692.mp4,pushups
stu10_49.mp4,pushups
stu6_6.mp4,front_raise
stu1_11.mp4,benchpressing
stu10_65.mp4,squat
stu7_40.mp4,pullups
stu1_72.mp4,squat
stu6_70.mp4,squat
stu1_54.mp4,situp
stu2_43.mp4,pullups
stu4_57.mp4,situp
stu9_28.mp4,jumpjacks
stu7_21.mp4,front_raise
stu8_41.mp4,pushups
stu4_34.mp4,pullups
stu10_23.mp4,front_raise
stu10_58.mp4,situp
stu1_4.mp4,benchpressing
val912.mp4,pushups
stu6_38.mp4,pushups
stu1_66.mp4,situp
val826.mp4,pullups
stu2_3.mp4,benchpressing
stu2_16.mp4,front_raise
stu9_3.mp4,benchpressing
stu9_25.mp4,front_raise
stu7_55.mp4,situp
train3327.mp4,situp
stu4_24.mp4,jumpjacks
stu5_4.mp4,benchpressing
stu7_31.mp4,jumpjacks
train3309.mp4,situp
train954.mp4,front_raise
stu3_37.mp4,pullups
stu4_18.mp4,jumpjacks
stu8_17.mp4,front_raise
stu1_63.mp4,situp
stu10_10.mp4,benchpressing
val824.mp4,pullups
stu7_54.mp4,situp
stu5_70.mp4,squat
val890.mp4,pushups
val1074.mp4,situp
stu4_41.mp4,pushups
stu3_64.mp4,squat
stu5_8.mp4,benchpressing
stu10_18.mp4,front_raise
stu6_10.mp4,front_raise
stu5_66.mp4,squat
train1005.mp4,front_raise
val817.mp4,pullups
stu2_49.mp4,pushups
stu9_20.mp4,front_raise
val1235.mp4,squat
train181.mp4,benchpressing
train1617.mp4,jumpjacks
stu2_46.mp4,pushups
stu1_62.mp4,situp
stu4_13.mp4,front_raise
stu5_13.mp4,front_raise
stu10_9.mp4,benchpressing
stu10_15.mp4,front_raise
stu5_31.mp4,pullups
stu4_23.mp4,jumpjacks
stu5_43.mp4,pushups
train3959.mp4,squat
stu3_59.mp4,squat
train3323.mp4,situp
train1640.mp4,jumpjacks
stu2_45.mp4,pushups
stu10_3.mp4,benchpressing
stu5_7.mp4,benchpressing
stu4_52.mp4,situp
stu8_6.mp4,benchpressing
stu9_41.mp4,pullups
stu6_67.mp4,squat
stu3_36.mp4,pullups
stu1_65.mp4,situp
test2319.mp4,squat
stu4_26.mp4,jumpjacks
stu3_11.mp4,front_raise
test1448.mp4,pullups
stu5_1.mp4,battle_rope
stu5_35.mp4,pullups
stu4_62.mp4,squat
stu6_36.mp4,pullups
test531.mp4,front_raise
stu9_42.mp4,pullups
stu2_17.mp4,front_raise
stu9_16.mp4,front_raise
stu7_0.mp4,benchpressing
stu1_15.mp4,front_raise
stu7_23.mp4,front_raise
stu1_28.mp4,others
stu8_30.mp4,jumpjacks
stu9_5.mp4,benchpressing
stu2_72.mp4,squat
stu6_5.mp4,benchpressing
stu9_10.mp4,benchpressing
stu10_59.mp4,situp
test1465.mp4,pullups
stu7_38.mp4,pullups
stu9_61.mp4,situp
train3944.mp4,squat
val568.mp4,jumpjacks
stu9_27.mp4,front_raise
train3303.mp4,situp
stu3_34.mp4,pullups
stu1_10.mp4,benchpressing
test153.mp4,benchpressing
stu4_3.mp4,benchpressing
stu9_38.mp4,pullups
stu8_39.mp4,pullups
val578.mp4,jumpjacks
stu7_2.mp4,benchpressing
val359.mp4,front_raise
stu2_69.mp4,squat
stu2_66.mp4,situp
stu2_32.mp4,jumpjacks
val1250.mp4,squat
stu1_51.mp4,pushups
stu8_50.mp4,situp
stu4_7.mp4,benchpressing
stu5_64.mp4,squat
stu5_14.mp4,front_raise
stu3_23.mp4,jumpjacks
train139.mp4,benchpressing
stu1_71.mp4,squat
stu10_0.mp4,battle_rope
stu4_42.mp4,pushups
stu4_36.mp4,pullups
stu10_41.mp4,pushups
stu8_0.mp4,battle_rope
stu7_15.mp4,front_raise
stu2_47.mp4,pushups
train2527.mp4,pullups
stu10_38.mp4,pullups
stu1_64.mp4,situp
stu3_13.mp4,front_raise
stu1_52.mp4,pushups
stu10_54.mp4,pushups
stu5_0.mp4,battle_rope
stu10_33.mp4,others
test558.mp4,front_raise
stu2_54.mp4,pushups
val581.mp4,jumpjacks
test989.mp4,jumpjacks
stu8_15.mp4,benchpressing
stu8_8.mp4,benchpressing
stu4_9.mp4,front_raise
stu2_64.mp4,situp
stu6_59.mp4,squat
train929.mp4,front_raise
test555.mp4,front_raise
val1076.mp4,situp
stu5_57.mp4,situp
stu9_69.mp4,squat
val828.mp4,pullups
stu1_56.mp4,situp
train2734.mp4,pushups
train2649.mp4,pushups
stu1_2.mp4,benchpressing
stu8_22.mp4,front_raise
stu2_52.mp4,pushups
stu1_16.mp4,front_raise
stu3_17.mp4,front_raise
test127.mp4,benchpressing
stu1_46.mp4,pushups
stu4_38.mp4,pullups
stu10_71.mp4,squat
stu10_4.mp4,benchpressing
stu7_47.mp4,pushups
stu5_6.mp4,benchpressing
stu3_24.mp4,jumpjacks
train3316.mp4,situp
stu4_10.mp4,front_raise
stu2_50.mp4,pushups
stu4_30.mp4,pullups
stu2_19.mp4,front_raise
stu8_2.mp4,benchpressing
stu5_41.mp4,pullups
stu1_21.mp4,front_raise
val1256.mp4,squat
stu9_49.mp4,pushups
stu6_45.mp4,pushups
stu4_6.mp4,benchpressing
stu9_43.mp4,pullups
test2326.mp4,squat
stu3_30.mp4,jumpjacks
stu8_29.mp4,jumpjacks
stu1_58.mp4,situp
stu4_55.mp4,situp
train2645.mp4,pushups
stu6_27.mp4,pullups
stu4_31.mp4,pullups
stu2_8.mp4,benchpressing
stu3_72.mp4,squat
stu8_24.mp4,jumpjacks
val892.mp4,pushups
test557.mp4,front_raise
stu8_68.mp4,squat
stu5_10.mp4,benchpressing
test1483.mp4,pullups
stu4_53.mp4,situp
stu2_31.mp4,jumpjacks
test570.mp4,front_raise
stu10_40.mp4,pullups
stu2_70.mp4,squat
stu1_13.mp4,benchpressing
stu4_67.mp4,squat
stu9_0.mp4,battle_rope
train1614.mp4,jumpjacks
stu1_69.mp4,squat
stu8_18.mp4,front_raise
stu8_33.mp4,jumpjacks
stu8_26.mp4,jumpjacks
stu1_43.mp4,pushups
stu3_71.mp4,squat
stu4_51.mp4,situp
stu2_42.mp4,pullups
stu1_42.mp4,pullups
stu3_48.mp4,pushups
stu8_66.mp4,squat
train1678.mp4,jumpjacks
stu9_62.mp4,situp
stu3_49.mp4,pushups
stu2_18.mp4,front_raise
stu2_2.mp4,benchpressing
stu10_55.mp4,situp
stu10_7.mp4,benchpressing
stu8_21.mp4,front_raise
stu7_69.mp4,squat
stu8_36.mp4,pullups
stu3_22.mp4,jumpjacks
train3951.mp4,squat
stu5_54.mp4,situp
test577.mp4,front_raise
stu9_70.mp4,squat
stu10_70.mp4,squat
stu9_14.mp4,front_raise
stu2_33.mp4,jumpjacks
stu7_11.mp4,benchpressing
stu9_7.mp4,benchpressing
stu2_7.mp4,benchpressing
stu6_55.mp4,situp
stu2_68.mp4,squat
stu5_39.mp4,pullups
stu9_68.mp4,squat
stu8_27.mp4,jumpjacks
stu9_53.mp4,pushups
stu1_1.mp4,battle_rope
train2676.mp4,pushups
stu1_49.mp4,pushups
test2299.mp4,squat
stu3_27.mp4,jumpjacks
test2309.mp4,squat
stu4_37.mp4,pullups
stu9_39.mp4,pullups
stu10_28.mp4,jumpjacks
stu7_48.mp4,pushups
stu6_25.mp4,jumpjacks
stu6_26.mp4,pullups
train3365.mp4,situp
test584.mp4,front_raise
stu9_46.mp4,pushups
stu7_68.mp4,squat
stu10_21.mp4,front_raise
stu7_51.mp4,pushups
train186.mp4,benchpressing
stu10_35.mp4,pullups
stu7_27.mp4,jumpjacks
stu10_11.mp4,benchpressing
stu10_2.mp4,benchpressing
stu3_7.mp4,benchpressing
stu3_26.mp4,jumpjacks
stu9_6.mp4,benchpressing
stu8_67.mp4,squat
val1258.mp4,squat
stu2_29.mp4,jumpjacks
stu2_41.mp4,pullups
stu6_43.mp4,pushups
stu7_41.mp4,pullups
stu9_4.mp4,benchpressing
stu9_23.mp4,front_raise
test118.mp4,benchpressing
stu10_57.mp4,situp
stu2_44.mp4,pullups
stu10_45.mp4,pushups
train2464.mp4,pullups
stu10_20.mp4,front_raise
test125.mp4,benchpressing
stu10_14.mp4,front_raise
stu1_3.mp4,benchpressing
train2523.mp4,pullups
stu3_69.mp4,squat
stu8_55.mp4,situp
stu4_43.mp4,pushups
test2318.mp4,squat
stu3_45.mp4,pushups
stu3_70.mp4,squat
stu10_30.mp4,jumpjacks
stu9_60.mp4,situp
train2484.mp4,pullups
stu7_7.mp4,benchpressing
stu3_60.mp4,squat
test990.mp4,jumpjacks
stu2_10.mp4,benchpressing
stu1_53.mp4,situp
stu6_60.mp4,squat
stu5_63.mp4,squat
stu6_50.mp4,situp
stu3_68.mp4,squat
stu4_44.mp4,pushups
stu3_33.mp4,pullups
stu4_48.mp4,pushups
train1022.mp4,front_raise
stu10_52.mp4,pushups
stu10_27.mp4,jumpjacks
stu10_61.mp4,situp
stu1_45.mp4,pushups
val1075.mp4,situp
train2502.mp4,pullups
stu3_40.mp4,pullups
stu2_13.mp4,benchpressing
train184.mp4,benchpressing
stu5_44.mp4,pushups
test2003.mp4,situp
stu3_6.mp4,benchpressing
stu2_67.mp4,squat
stu10_66.mp4,squat
train2745.mp4,pushups
stu6_19.mp4,jumpjacks
val1099.mp4,situp
stu8_13.mp4,benchpressing
stu1_6.mp4,benchpressing
stu2_9.mp4,benchpressing
stu3_63.mp4,squat
stu3_41.mp4,pullups
stu4_20.mp4,jumpjacks
val820.mp4,pullups
stu5_42.mp4,pushups
test944.mp4,jumpjacks
stu6_11.mp4,front_raise
stu6_14.mp4,front_raise
stu6_71.mp4,squat
stu7_37.mp4,pullups
stu10_62.mp4,squat
stu8_51.mp4,situp
stu3_14.mp4,front_raise
train941.mp4,front_raise
test1995.mp4,situp
test541.mp4,front_raise
stu6_49.mp4,situp
test168.mp4,benchpressing
stu9_40.mp4,pullups
stu6_64.mp4,squat
stu5_34.mp4,pullups
stu8_31.mp4,jumpjacks
train970.mp4,front_raise
stu9_54.mp4,pushups
stu4_32.mp4,pullups
stu3_35.mp4,pullups
val886.mp4,pushups
stu1_67.mp4,squat
stu7_25.mp4,jumpjacks
stu6_53.mp4,situp
stu9_33.mp4,jumpjacks
stu3_43.mp4,pushups
stu1_7.mp4,benchpressing
stu6_41.mp4,pushups
test2317.mp4,squat
stu8_16.mp4,benchpressing
stu9_1.mp4,benchpressing
stu7_6.mp4,benchpressing
stu3_8.mp4,front_raise
test1977.mp4,situp
stu7_70.mp4,squat
stu2_12.mp4,benchpressing
stu10_22.mp4,front_raise
stu7_29.mp4,jumpjacks
stu4_72.mp4,squat
stu1_18.mp4,front_raise
stu1_50.mp4,pushups
stu2_22.mp4,front_raise
stu8_61.mp4,squat
stu5_49.mp4,situp
stu2_53.mp4,pushups
stu2_24.mp4,front_raise
train2739.mp4,pushups
train960.mp4,front_raise
stu2_26.mp4,jumpjacks
stu10_12.mp4,benchpressing
stu4_4.mp4,benchpressing
train1623.mp4,jumpjacks
train3324.mp4,situp
train172.mp4,benchpressing
stu5_33.mp4,pullups
stu9_24.mp4,front_raise
stu4_35.mp4,pullups
stu3_32.mp4,pullups
train2666.mp4,pushups
stu8_60.mp4,squat
train1646.mp4,jumpjacks
stu5_2.mp4,battle_rope
stu6_12.mp4,front_raise
stu3_47.mp4,pushups
stu6_69.mp4,squat
stu6_46.mp4,pushups
stu10_37.mp4,pullups
test2295.mp4,squat
stu1_12.mp4,benchpressing
test528.mp4,front_raise
stu1_61.mp4,situp
stu5_29.mp4,pullups
stu9_44.mp4,pullups
stu7_20.mp4,front_raise
stu1_23.mp4,jumpjacks
stu7_39.mp4,pullups
stu5_37.mp4,pullups
stu4_0.mp4,battle_rope
stu2_48.mp4,pushups
stu6_32.mp4,pullups
stu5_69.mp4,squat
stu5_25.mp4,jumpjacks
stu6_9.mp4,front_raise
test1496.mp4,pullups
stu7_61.mp4,situp
stu1_5.mp4,benchpressing
stu7_62.mp4,squat
stu6_52.mp4,situp
stu1_24.mp4,jumpjacks
test138.mp4,benchpressing
stu6_51.mp4,situp
stu1_25.mp4,jumpjacks
stu6_56.mp4,situp
stu7_28.mp4,jumpjacks
stu8_20.mp4,front_raise
stu9_59.mp4,situp
stu7_58.mp4,situp
stu7_33.mp4,jumpjacks
stu7_46.mp4,pushups
stu5_60.mp4,situp
stu2_30.mp4,jumpjacks
stu4_58.mp4,situp
stu5_38.mp4,pullups
stu4_65.mp4,squat
stu7_22.mp4,front_raise
stu1_31.mp4,pullups
stu4_2.mp4,benchpressing
stu9_21.mp4,front_raise
stu7_59.mp4,situp
stu5_58.mp4,situp
stu8_32.mp4,jumpjacks
stu7_71.mp4,squat
train3382.mp4,situp
stu9_12.mp4,front_raise
stu5_53.mp4,situp
stu5_51.mp4,situp
stu6_2.mp4,benchpressing
test545.mp4,front_raise
test2323.mp4,squat
train3312.mp4,situp
stu9_30.mp4,jumpjacks
stu4_60.mp4,situp
stu4_56.mp4,situp
stu3_21.mp4,jumpjacks
stu4_17.mp4,jumpjacks
stu2_61.mp4,situp
stu6_44.mp4,pushups
stu10_32.mp4,others
stu5_46.mp4,pushups
stu3_67.mp4,squat
train2685.mp4,pushups
train1000.mp4,front_raise
stu9_56.mp4,situp
stu3_56.mp4,situp
stu6_54.mp4,situp
stu1_70.mp4,squat
stu2_4.mp4,benchpressing
test1624.mp4,pushups
stu9_50.mp4,pushups
stu2_60.mp4,situp
stu6_20.mp4,jumpjacks
stu5_65.mp4,squat
stu8_65.mp4,squat
stu2_11.mp4,benchpressing
stu3_46.mp4,pushups
stu7_56.mp4,situp
stu5_15.mp4,front_raise
test2015.mp4,situp
stu5_3.mp4,battle_rope
stu2_1.mp4,battle_rope
stu4_71.mp4,squat
stu7_42.mp4,pullups
stu2_71.mp4,squat
train3367.mp4,situp
train2477.mp4,pullups
train3932.mp4,squat
stu9_65.mp4,squat
stu4_16.mp4,jumpjacks
stu7_50.mp4,pushups
stu8_48.mp4,pushups
stu3_51.mp4,pushups
stu7_44.mp4,pullups
stu8_19.mp4,front_raise
stu5_67.mp4,squat
stu7_32.mp4,jumpjacks
stu6_37.mp4,pushups
test2331.mp4,squat
stu7_5.mp4,benchpressing
stu7_9.mp4,benchpressing
stu1_48.mp4,pushups
stu4_49.mp4,pushups
stu1_29.mp4,others
stu10_26.mp4,jumpjacks
stu9_37.mp4,pullups
stu3_4.mp4,benchpressing
val914.mp4,pushups
stu6_66.mp4,squat
stu3_19.mp4,jumpjacks
test142.mp4,benchpressing
stu6_31.mp4,pullups
stu9_15.mp4,front_raise
test587.mp4,front_raise
train168.mp4,benchpressing
stu7_12.mp4,benchpressing
stu4_1.mp4,battle_rope
train1604.mp4,jumpjacks
stu10_29.mp4,jumpjacks
stu3_12.mp4,front_raise
stu4_8.mp4,front_raise
stu10_68.mp4,squat
train1715.mp4,jumpjacks
stu9_11.mp4,benchpressing
stu1_44.mp4,pushups
stu9_66.mp4,squat
train3912.mp4,squat
stu6_40.mp4,pushups
test2298.mp4,squat
stu3_0.mp4,battle_rope
stu11_0.mp4,others
stu11_1.mp4,others
stu11_10.mp4,others
stu11_11.mp4,others
stu11_12.mp4,others
stu11_13.mp4,others
stu11_14.mp4,pommelhorse
stu11_15.mp4,pommelhorse
stu11_16.mp4,pommelhorse
stu11_17.mp4,pommelhorse
stu11_18.mp4,pommelhorse
stu11_19.mp4,pommelhorse
stu11_2.mp4,others
stu11_20.mp4,pommelhorse
stu11_21.mp4,pommelhorse
stu11_22.mp4,pommelhorse
stu11_23.mp4,pommelhorse
stu11_24.mp4,pommelhorse
stu11_25.mp4,pommelhorse
stu11_26.mp4,pommelhorse
stu11_27.mp4,pommelhorse
stu11_28.mp4,pommelhorse
stu11_29.mp4,pommelhorse
stu11_3.mp4,others
stu11_4.mp4,others
stu11_40.mp4,pommelhorse
stu11_41.mp4,pommelhorse
stu11_42.mp4,pommelhorse
stu11_43.mp4,pommelhorse
stu11_5.mp4,others
stu11_6.mp4,others
stu11_7.mp4,others
stu11_8.mp4,others
stu11_9.mp4,others
stu12_0.mp4,others
stu12_1.mp4,others
stu12_10.mp4,others
stu12_11.mp4,pommelhorse
stu12_12.mp4,pommelhorse
stu12_14.mp4,pommelhorse
stu12_15.mp4,pommelhorse
stu12_16.mp4,pommelhorse
stu12_17.mp4,pommelhorse
stu12_18.mp4,pommelhorse
stu12_19.mp4,pommelhorse
stu12_2.mp4,others
stu12_20.mp4,pommelhorse
stu12_21.mp4,pommelhorse
stu12_22.mp4,pommelhorse
stu12_23.mp4,pommelhorse
stu12_24.mp4,pommelhorse
stu12_25.mp4,pommelhorse
stu12_26.mp4,pommelhorse
stu12_27.mp4,pommelhorse
stu12_28.mp4,pommelhorse
stu12_29.mp4,pommelhorse
stu12_3.mp4,others
stu12_4.mp4,others
stu12_40.mp4,pommelhorse
stu12_41.mp4,pommelhorse
stu12_42.mp4,pommelhorse
stu12_43.mp4,pommelhorse
stu12_5.mp4,others
stu12_6.mp4,others
stu12_7.mp4,others
stu12_8.mp4,others
stu12_9.mp4,others
stu13_0.mp4,others
stu13_1.mp4,others
stu13_10.mp4,pommelhorse
stu13_11.mp4,pommelhorse
stu13_12.mp4,pommelhorse
stu13_13.mp4,pommelhorse
stu13_14.mp4,pommelhorse
stu13_15.mp4,pommelhorse
stu13_16.mp4,pommelhorse
stu13_17.mp4,pommelhorse
stu13_18.mp4,pommelhorse
stu13_19.mp4,pommelhorse
stu13_2.mp4,others
stu13_20.mp4,pommelhorse
stu13_21.mp4,pommelhorse
stu13_22.mp4,pommelhorse
stu13_23.mp4,pommelhorse
stu13_24.mp4,pommelhorse
stu13_25.mp4,pommelhorse
stu13_26.mp4,pommelhorse
stu13_27.mp4,pommelhorse
stu13_28.mp4,pommelhorse
stu13_29.mp4,pommelhorse
stu13_3.mp4,others
stu13_4.mp4,others
stu13_40.mp4,pommelhorse
stu13_41.mp4,pommelhorse
stu13_42.mp4,pommelhorse
stu13_43.mp4,pommelhorse
stu13_5.mp4,others
stu13_6.mp4,others
stu13_7.mp4,pommelhorse
stu13_8.mp4,pommelhorse
stu13_9.mp4,pommelhorse
stu3_3.mp4,benchpressing
stu5_24.mp4,jumpjacks
stu2_15.mp4,front_raise
stu5_40.mp4,pullups
stu4_70.mp4,squat
stu7_1.mp4,benchpressing
train2720.mp4,pushups
stu9_8.mp4,benchpressing
stu1_47.mp4,pushups
train3946.mp4,squat
train2481.mp4,pullups
stu10_56.mp4,situp
stu8_7.mp4,benchpressing
stu2_57.mp4,situp
stu2_23.mp4,front_raise
stu1_26.mp4,jumpjacks
stu6_7.mp4,front_raise
stu9_18.mp4,front_raise
stu8_37.mp4,pullups
stu7_19.mp4,front_raise
stu7_16.mp4,front_raise
test2023.mp4,situp
stu10_44.mp4,pushups
train2542.mp4,pullups
stu5_17.mp4,front_raise
stu6_57.mp4,squat
stu1_38.mp4,pullups
stu2_21.mp4,front_raise
stu7_66.mp4,squat
stu6_61.mp4,squat
stu8_62.mp4,squat
test159.mp4,benchpressing
stu10_47.mp4,pushups
train3921.mp4,squat
stu9_32.mp4,jumpjacks
stu10_63.mp4,squat
stu9_55.mp4,pushups
stu5_21.mp4,jumpjacks
stu6_0.mp4,battle_rope
stu5_45.mp4,pushups
stu7_43.mp4,pullups
stu1_17.mp4,front_raise
train2748.mp4,pushups
stu6_17.mp4,jumpjacks
train1025.mp4,front_raise
val901.mp4,pushups
stu3_50.mp4,pushups
stu5_36.mp4,pullups
stu3_66.mp4,squat
stu6_4.mp4,benchpressing
stu5_71.mp4,squat
stu5_19.mp4,jumpjacks
stu10_8.mp4,benchpressing
stu6_16.mp4,jumpjacks
stu3_54.mp4,situp
stu1_34.mp4,pullups
stu1_57.mp4,situp
stu2_0.mp4,battle_rope
test571.mp4,front_raise
train3348.mp4,situp
stu8_14.mp4,benchpressing
stu8_47.mp4,pushups
stu10_42.mp4,pushups
stu7_26.mp4,jumpjacks
stu6_48.mp4,situp
test1595.mp4,pushups
stu7_53.mp4,situp
stu2_59.mp4,situp
stu7_36.mp4,pullups
stu3_16.mp4,front_raise
stu1_39.mp4,pullups
stu1_19.mp4,front_raise
stu5_59.mp4,situp
stu10_67.mp4,squat
stu7_65.mp4,squat
stu10_34.mp4,pullups
stu8_52.mp4,situp
stu6_34.mp4,pullups
stu4_11.mp4,front_raise
stu4_22.mp4,jumpjacks
stu8_43.mp4,pushups
stu4_40.mp4,pushups
stu5_5.mp4,benchpressing
stu9_13.mp4,front_raise
train3898.mp4,squat
stu2_56.mp4,situp
stu6_21.mp4,jumpjacks
train1630.mp4,jumpjacks
val1093.mp4,situp
test2349.mp4,squat
stu3_52.mp4,situp
train2711.mp4,pushups
stu10_39.mp4,pullups
stu2_27.mp4,jumpjacks
stu9_67.mp4,squat
stu1_37.mp4,pullups
stu10_13.mp4,front_raise
stu3_2.mp4,benchpressing
stu9_19.mp4,front_raise
stu4_45.mp4,pushups
stu5_9.mp4,benchpressing
stu10_69.mp4,squat
test2029.mp4,situp
stu4_59.mp4,situp
stu3_1.mp4,battle_rope
train990.mp4,front_raise
train2716.mp4,pushups
train1010.mp4,front_raise
stu8_53.mp4,situp
stu5_26.mp4,jumpjacks
stu6_47.mp4,pushups
stu5_22.mp4,jumpjacks
stu8_54.mp4,situp
stu1_8.mp4,benchpressing
stu9_9.mp4,benchpressing
stu7_24.mp4,jumpjacks
stu12_35.mp4,pommelhorse
stu12_36.mp4,pommelhorse
stu12_37.mp4,pommelhorse
stu12_38.mp4,pommelhorse
stu12_39.mp4,pommelhorse
stu11_30.mp4,pommelhorse
stu11_31.mp4,pommelhorse
stu11_32.mp4,pommelhorse
stu11_33.mp4,pommelhorse
stu11_34.mp4,pommelhorse
stu11_35.mp4,pommelhorse
stu11_36.mp4,pommelhorse
stu11_37.mp4,pommelhorse
stu11_38.mp4,pommelhorse
stu11_39.mp4,pommelhorse
