name,type
val828.mp4,pullup
train2734.mp4,pushup
train2649.mp4,pushup
stu2_52.mp4,pushup
stu1_46.mp4,pushup
stu4_38.mp4,pullup
stu10_71.mp4,squat
stu7_47.mp4,pushup
stu3_24.mp4,jumpjack
stu2_50.mp4,pushup
stu4_30.mp4,pullup
stu5_41.mp4,pullup
val1256.mp4,squat
stu9_49.mp4,pushup
stu6_45.mp4,pushup
stu9_43.mp4,pullup
test2326.mp4,squat
stu3_30.mp4,jumpjack
stu8_29.mp4,jumpjack
train2645.mp4,pushup
stu6_27.mp4,pullup
stu4_31.mp4,pullup
stu3_72.mp4,squat
stu8_24.mp4,jumpjack
val892.mp4,pushup
stu8_68.mp4,squat
test1483.mp4,pullup
stu2_31.mp4,jumpjack
stu10_40.mp4,pullup
stu2_70.mp4,squat
stu4_67.mp4,squat
train1614.mp4,jumpjack
stu1_69.mp4,squat
stu8_33.mp4,jumpjack
stu8_26.mp4,jumpjack
stu1_43.mp4,pushup
stu3_71.mp4,squat
stu2_42.mp4,pullup
stu1_42.mp4,pullup
stu3_48.mp4,pushup
stu8_66.mp4,squat
train1678.mp4,jumpjack
stu3_49.mp4,pushup
stu7_69.mp4,squat
stu8_36.mp4,pullup
stu3_22.mp4,jumpjack
train3951.mp4,squat
stu9_70.mp4,squat
stu10_70.mp4,squat
stu2_33.mp4,jumpjack
stu2_68.mp4,squat
stu5_39.mp4,pullup
stu9_68.mp4,squat
stu8_27.mp4,jumpjack
stu9_53.mp4,pushup
train2676.mp4,pushup
stu1_49.mp4,pushup
test2299.mp4,squat
stu3_27.mp4,jumpjack
test2309.mp4,squat
stu4_37.mp4,pullup
stu9_39.mp4,pullup
stu10_28.mp4,jumpjack
stu7_48.mp4,pushup
stu6_25.mp4,jumpjack
stu6_26.mp4,pullup
stu9_46.mp4,pushup
stu7_68.mp4,squat
stu7_51.mp4,pushup
stu10_35.mp4,pullup
stu7_27.mp4,jumpjack
stu3_26.mp4,jumpjack
stu8_67.mp4,squat
val1258.mp4,squat
stu2_29.mp4,jumpjack
stu2_41.mp4,pullup
stu6_43.mp4,pushup
stu7_41.mp4,pullup
stu2_44.mp4,pullup
stu10_45.mp4,pushup
train2464.mp4,pullup
train2523.mp4,pullup
stu3_69.mp4,squat
stu4_43.mp4,pushup
test2318.mp4,squat
stu3_45.mp4,pushup
stu3_70.mp4,squat
stu10_30.mp4,jumpjack
train2484.mp4,pullup
stu3_60.mp4,squat
test990.mp4,jumpjack
stu6_60.mp4,squat
stu5_63.mp4,squat
stu3_68.mp4,squat
stu4_44.mp4,pushup
stu3_33.mp4,pullup
stu4_48.mp4,pushup
stu10_52.mp4,pushup
stu10_27.mp4,jumpjack
stu1_45.mp4,pushup
train2502.mp4,pullup
stu3_40.mp4,pullup
stu5_44.mp4,pushup
stu2_67.mp4,squat
stu10_66.mp4,squat
train2745.mp4,pushup
stu6_19.mp4,jumpjack
stu3_63.mp4,squat
stu3_41.mp4,pullup
stu4_20.mp4,jumpjack
val820.mp4,pullup
stu5_42.mp4,pushup
test944.mp4,jumpjack
stu6_71.mp4,squat
stu7_37.mp4,pullup
stu10_62.mp4,squat
stu9_40.mp4,pullup
stu6_64.mp4,squat
stu5_34.mp4,pullup
stu8_31.mp4,jumpjack
stu9_54.mp4,pushup
stu4_32.mp4,pullup
stu3_35.mp4,pullup
val886.mp4,pushup
stu1_67.mp4,squat
stu7_25.mp4,jumpjack
stu9_33.mp4,jumpjack
stu3_43.mp4,pushup
stu6_41.mp4,pushup
test2317.mp4,squat
stu7_70.mp4,squat
stu7_29.mp4,jumpjack
stu4_72.mp4,squat
stu1_50.mp4,pushup
stu8_61.mp4,squat
stu2_53.mp4,pushup
train2739.mp4,pushup
stu2_26.mp4,jumpjack
train1623.mp4,jumpjack
stu5_33.mp4,pullup
stu4_35.mp4,pullup
stu3_32.mp4,pullup
train2666.mp4,pushup
stu8_60.mp4,squat
train1646.mp4,jumpjack
stu3_47.mp4,pushup
stu6_69.mp4,squat
stu6_46.mp4,pushup
stu10_37.mp4,pullup
test2295.mp4,squat
stu5_29.mp4,pullup
stu9_44.mp4,pullup
stu1_23.mp4,jumpjack
stu7_39.mp4,pullup
stu5_37.mp4,pullup
stu2_48.mp4,pushup
stu6_32.mp4,pullup
stu5_69.mp4,squat
stu5_25.mp4,jumpjack
test1496.mp4,pullup
stu7_62.mp4,squat
stu1_24.mp4,jumpjack
stu1_25.mp4,jumpjack
stu7_28.mp4,jumpjack
stu7_33.mp4,jumpjack
stu7_46.mp4,pushup
stu2_30.mp4,jumpjack
stu5_38.mp4,pullup
stu4_65.mp4,squat
stu1_31.mp4,pullup
stu8_32.mp4,jumpjack
stu7_71.mp4,squat
test2323.mp4,squat
stu9_30.mp4,jumpjack
stu3_21.mp4,jumpjack
stu4_17.mp4,jumpjack
stu6_44.mp4,pushup
stu5_46.mp4,pushup
stu3_67.mp4,squat
train2685.mp4,pushup
stu1_70.mp4,squat
test1624.mp4,pushup
stu9_50.mp4,pushup
stu6_20.mp4,jumpjack
stu5_65.mp4,squat
stu8_65.mp4,squat
stu3_46.mp4,pushup
stu4_71.mp4,squat
stu7_42.mp4,pullup
stu2_71.mp4,squat
train2477.mp4,pullup
train3932.mp4,squat
stu9_65.mp4,squat
stu4_16.mp4,jumpjack
stu7_50.mp4,pushup
stu8_48.mp4,pushup
stu3_51.mp4,pushup
stu7_44.mp4,pullup
stu5_67.mp4,squat
stu7_32.mp4,jumpjack
stu6_37.mp4,pushup
test2331.mp4,squat
stu1_48.mp4,pushup
stu4_49.mp4,pushup
stu10_26.mp4,jumpjack
stu9_37.mp4,pullup
val914.mp4,pushup
stu6_66.mp4,squat
stu3_19.mp4,jumpjack
stu6_31.mp4,pullup
train1604.mp4,jumpjack
stu10_29.mp4,jumpjack
stu10_68.mp4,squat
train1715.mp4,jumpjack
stu1_44.mp4,pushup
stu9_66.mp4,squat
train3912.mp4,squat
stu6_40.mp4,pushup
test2298.mp4,squat
stu5_24.mp4,jumpjack
stu5_40.mp4,pullup
stu4_70.mp4,squat
train2720.mp4,pushup
stu1_47.mp4,pushup
train3946.mp4,squat
train2481.mp4,pullup
stu1_26.mp4,jumpjack
stu8_37.mp4,pullup
stu10_44.mp4,pushup
train2542.mp4,pullup
stu6_57.mp4,squat
stu1_38.mp4,pullup
stu7_66.mp4,squat
stu6_61.mp4,squat
stu8_62.mp4,squat
stu10_47.mp4,pushup
train3921.mp4,squat
stu9_32.mp4,jumpjack
stu10_63.mp4,squat
stu9_55.mp4,pushup
stu5_21.mp4,jumpjack
stu5_45.mp4,pushup
stu7_43.mp4,pullup
train2748.mp4,pushup
stu6_17.mp4,jumpjack
val901.mp4,pushup
stu3_50.mp4,pushup
stu5_36.mp4,pullup
stu3_66.mp4,squat
stu5_71.mp4,squat
stu5_19.mp4,jumpjack
stu6_16.mp4,jumpjack
stu1_34.mp4,pullup
stu8_47.mp4,pushup
stu10_42.mp4,pushup
stu7_26.mp4,jumpjack
test1595.mp4,pushup
stu7_36.mp4,pullup
stu1_39.mp4,pullup
stu10_67.mp4,squat
stu7_65.mp4,squat
stu10_34.mp4,pullup
stu6_34.mp4,pullup
stu4_22.mp4,jumpjack
stu8_43.mp4,pushup
stu4_40.mp4,pushup
train3898.mp4,squat
stu6_21.mp4,jumpjack
train1630.mp4,jumpjack
test2349.mp4,squat
train2711.mp4,pushup
stu10_39.mp4,pullup
stu2_27.mp4,jumpjack
stu9_67.mp4,squat
stu1_37.mp4,pullup
stu4_45.mp4,pushup
stu10_69.mp4,squat
train2716.mp4,pushup
stu5_26.mp4,jumpjack
stu6_47.mp4,pushup
stu5_22.mp4,jumpjack
stu7_24.mp4,jumpjack
